feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,targetfeature
190,RL,100,34650,Pave,Reg,Bnk,AllPub,Gtl,5,5,1955,0,TA,TA,1056,0,1056,TA,N,1056,1,0,1,0,3,1,TA,5,Typ,0,NA,1955,2,572,Y,264,0,0,0,0,0,0,1,2006,NA,NA,NA,145000
20,FV,NA,4403,Pave,IR2,Lvl,AllPub,Gtl,7,5,2009,432,Ex,TA,578,892,1470,Ex,Y,1478,1,0,2,1,2,1,Gd,7,Typ,1,Gd,2009,2,484,Y,0,144,0,0,0,0,0,6,2010,NA,NA,NA,222000
30,RM,56,8960,Pave,Reg,Lvl,AllPub,Gtl,5,6,1927,0,TA,TA,0,1008,1008,Gd,Y,1028,0,0,1,0,2,1,TA,5,Typ,1,Gd,1927,2,360,Y,0,0,130,0,0,0,0,3,2010,NA,NA,NA,115000
60,RL,59,11228,Pave,IR2,Lvl,AllPub,Gtl,7,5,1993,0,Gd,TA,50,499,1080,Ex,Y,2097,0,1,2,1,3,1,Gd,9,Typ,1,TA,1993,3,678,Y,196,187,0,0,0,0,0,12,2008,NA,NA,NA,228000
20,RL,73,8899,Pave,IR1,Lvl,AllPub,Gtl,7,5,2007,0,Gd,TA,24,1316,1340,Ex,Y,1340,0,0,2,0,3,1,Gd,6,Typ,0,NA,2007,2,396,Y,100,30,0,0,0,0,0,8,2007,NA,NA,NA,181134
60,RL,74,7844,Pave,Reg,Lvl,AllPub,Gtl,6,7,1978,203,TA,TA,209,463,672,TA,Y,1400,0,0,1,1,3,1,TA,6,Typ,1,TA,1978,2,440,Y,0,0,0,0,0,0,0,3,2006,NA,NA,NA,149500
70,RL,86,22420,Pave,IR1,Lvl,AllPub,Gtl,6,6,1918,0,TA,TA,1128,242,1370,TA,N,2624,1,0,2,1,4,1,TA,10,Typ,1,Gd,1918,3,864,N,0,0,0,0,0,0,0,11,2007,NA,NA,NA,239000
50,RL,60,8160,Pave,Reg,Lvl,AllPub,Gtl,5,6,1940,0,TA,TA,312,444,756,Fa,N,1134,1,0,1,1,3,1,TA,7,Typ,0,NA,1940,1,240,P,0,0,0,0,0,0,0,4,2007,NA,NA,NA,126000
20,RL,65,8450,Pave,Reg,Lvl,AllPub,Gtl,5,6,1968,0,TA,TA,775,281,1056,Ex,Y,1056,1,0,1,0,3,1,TA,6,Typ,1,Fa,1968,1,304,Y,0,85,184,0,0,0,0,7,2010,NA,NA,NA,142000
90,RM,78,7060,Pave,Reg,Lvl,AllPub,Gtl,7,5,1997,200,TA,Gd,1309,35,1344,Ex,Y,1344,2,0,2,0,2,2,TA,8,Typ,0,NA,1997,4,784,Y,0,0,0,0,0,0,0,11,2008,NA,NA,NA,206300
20,RL,NA,16635,Pave,IR1,Lvl,AllPub,Gtl,6,7,1977,126,Gd,TA,1246,356,1602,Gd,Y,1602,0,1,2,0,3,1,Gd,8,Typ,1,TA,1977,2,529,Y,240,0,0,0,0,0,0,6,2009,NA,NA,NA,215000
20,RL,100,21750,Pave,Reg,HLS,AllPub,Mod,5,5,1954,0,TA,TA,0,988,988,Ex,Y,988,0,0,1,0,2,1,TA,4,Typ,0,NA,1954,2,520,N,0,0,0,0,0,0,0,2,2008,NA,NA,NA,113000
60,RL,80,9200,Pave,Reg,Lvl,AllPub,Gtl,8,5,1998,473,Gd,TA,986,484,1470,Gd,Y,2630,1,0,2,1,4,1,Gd,8,Typ,1,TA,1998,3,696,Y,0,66,0,0,0,0,0,6,2008,NA,NA,NA,315000
20,RL,72,9000,Pave,Reg,Lvl,AllPub,Gtl,6,5,1956,74,TA,TA,616,580,1196,Gd,Y,1196,1,0,1,0,2,1,TA,6,Typ,1,Gd,1956,1,297,Y,0,44,0,0,0,0,0,5,2008,NA,NA,NA,139000
60,RM,60,3378,Pave,Reg,HLS,AllPub,Gtl,7,8,1946,0,TA,Gd,0,651,651,Gd,Y,1389,0,0,1,1,3,1,TA,6,Typ,2,Gd,1947,1,240,P,0,0,126,0,0,0,0,9,2009,NA,NA,NA,135000
80,RL,NA,12800,Pave,Reg,Low,AllPub,Mod,7,5,1989,145,Gd,TA,1518,0,1518,Gd,Y,1644,1,1,2,0,2,1,Gd,5,Typ,1,TA,1989,2,569,Y,80,0,0,0,396,0,0,8,2009,NA,NA,NA,275000
20,RL,77,8593,Pave,IR1,Lvl,AllPub,Gtl,4,6,1957,0,TA,TA,288,619,907,Ex,Y,907,0,0,1,0,3,1,TA,5,Typ,0,NA,1964,1,352,Y,0,0,0,0,0,0,0,7,2008,NA,NA,NA,109008
20,RL,64,6762,Pave,Reg,Lvl,AllPub,Gtl,7,5,2007,108,Gd,TA,664,544,1208,Ex,Y,1208,1,0,2,0,2,1,Gd,6,Typ,0,NA,2007,2,628,Y,105,54,0,0,0,0,0,9,2007,NA,NA,NA,195400
20,RL,130,11457,Pave,IR1,Lvl,AllPub,Gtl,6,5,1988,0,TA,TA,1005,387,1392,TA,Y,1412,1,0,2,0,3,1,Gd,6,Typ,1,TA,1988,2,576,Y,0,0,169,0,0,0,0,3,2009,NA,NA,NA,175000
160,RM,21,1680,Pave,Reg,Lvl,AllPub,Gtl,6,5,1971,232,TA,TA,387,96,483,TA,Y,987,0,0,1,1,2,1,TA,4,Typ,0,NA,1971,1,264,Y,0,0,0,0,0,0,0,7,2008,NA,NA,NA,85400
50,RM,60,5586,Pave,IR1,Bnk,AllPub,Gtl,6,7,1920,0,TA,TA,0,901,901,Gd,Y,1198,0,0,1,0,4,1,TA,7,Typ,0,NA,NA,0,0,N,0,98,0,0,0,0,0,9,2008,NA,MnPrv,NA,79900
160,RM,24,1920,Pave,Reg,Lvl,AllPub,Gtl,5,5,1971,376,TA,TA,471,294,765,Ex,Y,1365,1,0,1,1,2,1,TA,6,Min1,0,NA,1971,2,440,Y,240,36,0,0,0,0,0,8,2007,NA,NA,NA,122500
60,RL,100,10839,Pave,IR1,Lvl,AllPub,Gtl,6,5,1997,0,TA,TA,0,926,926,Ex,Y,1604,0,0,2,1,3,1,TA,7,Typ,1,TA,1997,2,470,Y,0,36,0,0,0,0,0,7,2008,NA,NA,NA,181000
180,RM,21,1890,Pave,Reg,Lvl,AllPub,Gtl,4,7,1972,0,TA,Gd,495,135,630,Gd,Y,630,1,0,1,0,1,1,TA,3,Typ,0,NA,NA,0,0,Y,88,0,0,0,0,0,0,6,2008,NA,NA,NA,81000
60,RL,43,10667,Pave,IR2,Lvl,AllPub,Gtl,7,6,1996,0,Gd,TA,385,70,799,Ex,Y,1661,1,0,2,1,3,1,Gd,6,Typ,1,TA,1996,2,550,Y,158,61,0,0,0,0,0,4,2009,NA,NA,NA,212000
50,RM,40,4400,Pave,Reg,Lvl,AllPub,Gtl,6,8,1920,0,TA,TA,0,648,648,TA,Y,1118,0,0,1,0,2,1,TA,6,Typ,0,NA,1990,2,440,Y,0,0,0,0,0,0,0,10,2006,NA,NA,NA,116000
45,RM,50,6000,Pave,Reg,Lvl,AllPub,Gtl,6,7,1926,0,Gd,TA,0,884,884,Gd,Y,904,0,0,1,0,2,1,TA,4,Typ,0,NA,1926,1,180,Y,0,0,105,0,0,0,0,1,2009,NA,NA,NA,119000
30,RL,40,4280,Pave,Reg,Lvl,AllPub,Gtl,5,6,1913,0,TA,TA,365,75,440,TA,N,694,0,0,1,0,2,1,Gd,4,Typ,1,Gd,1990,1,352,P,0,0,34,0,0,0,0,3,2007,NA,MnPrv,NA,90350
50,RL,67,12354,Pave,Reg,Lvl,AllPub,Gtl,6,8,1920,0,TA,TA,0,684,684,Gd,Y,1196,0,0,1,0,3,1,Gd,7,Typ,0,NA,2005,2,528,Y,0,46,0,0,0,0,800,8,2009,NA,GdPrv,Shed,110000
20,RL,105,15431,Pave,Reg,Lvl,AllPub,Gtl,10,5,2008,200,Ex,TA,1767,788,3094,Ex,Y,2402,1,0,2,0,2,1,Ex,10,Typ,2,Gd,2008,3,672,Y,0,72,0,0,170,0,0,4,2009,NA,NA,NA,555000
90,RL,92,12108,Pave,Reg,Lvl,AllPub,Gtl,4,4,1955,270,TA,TA,133,1307,1440,TA,N,1440,0,0,2,0,4,2,Fa,8,Typ,0,NA,NA,0,0,Y,0,0,0,0,0,0,0,9,2008,NA,NA,NA,118000
50,RM,52,6240,Pave,Reg,Lvl,AllPub,Gtl,5,7,1930,0,TA,TA,0,1078,1078,TA,Y,1573,0,0,2,0,3,1,TA,8,Typ,1,Gd,1930,2,360,P,0,0,0,0,0,0,0,6,2008,NA,NA,NA,162900
120,RL,53,3922,Pave,Reg,Lvl,AllPub,Gtl,7,5,2006,72,Gd,TA,0,1258,1258,Ex,Y,1258,0,0,2,0,2,1,Gd,6,Typ,1,Gd,2007,3,648,Y,144,16,0,0,0,0,0,6,2007,NA,NA,NA,172500
60,RL,70,8750,Pave,Reg,Lvl,AllPub,Gtl,7,5,1994,0,Gd,Gd,642,273,915,Ex,Y,1908,1,0,2,1,4,1,Gd,8,Typ,1,TA,1994,2,493,Y,144,133,0,0,0,0,0,7,2008,NA,NA,NA,210000
20,RL,73,9855,Pave,Reg,Lvl,AllPub,Gtl,6,5,1956,0,TA,TA,0,1436,1436,Fa,Y,1689,0,0,1,0,3,1,TA,7,Typ,1,Gd,1956,2,480,Y,0,0,0,0,0,0,0,11,2009,NA,MnPrv,NA,127500
20,RL,137,16492,Pave,IR1,Lvl,AllPub,Gtl,6,6,1966,0,Gd,TA,247,557,1517,Ex,Y,1888,0,0,2,1,2,1,Gd,6,Mod,1,Gd,1966,2,578,Y,0,0,0,0,0,0,0,6,2010,NA,NA,NA,190000
60,RL,NA,11214,Pave,IR1,Lvl,AllPub,Gtl,7,5,1998,0,Gd,TA,0,930,930,Gd,Y,1886,0,0,2,1,4,1,Gd,10,Typ,1,TA,1998,2,431,Y,89,0,0,0,0,0,0,7,2006,NA,NA,NA,199900
50,RM,50,8600,Pave,Reg,Bnk,AllPub,Gtl,6,6,1937,0,TA,TA,0,780,780,TA,Y,1376,0,0,2,0,3,1,TA,7,Typ,1,Gd,1937,1,198,N,0,0,0,0,0,0,0,6,2006,NA,NA,NA,119500
50,RM,50,6000,Pave,Reg,Lvl,AllPub,Gtl,3,7,1948,0,TA,Gd,331,318,649,Ex,Y,1183,0,0,1,1,2,1,TA,6,Typ,0,NA,1981,1,308,Y,0,176,0,0,0,0,0,6,2007,NA,NA,NA,120000
30,RM,70,5684,Pave,Reg,Lvl,AllPub,Gtl,6,8,1930,0,TA,TA,0,813,813,Ex,Y,813,0,0,1,0,2,1,Gd,5,Typ,0,NA,1932,1,270,N,0,113,0,0,0,0,0,6,2006,NA,NA,NA,110000
20,RL,62,70761,Pave,IR1,Low,AllPub,Mod,7,5,1975,0,TA,TA,655,878,1533,TA,Y,1533,1,0,2,0,2,1,Gd,5,Typ,2,TA,1975,2,576,Y,200,54,0,0,0,0,0,12,2006,NA,NA,NA,280000
60,RL,NA,9303,Pave,IR1,Lvl,AllPub,Gtl,6,5,1996,42,Gd,TA,742,130,872,Ex,Y,1756,1,0,2,1,3,1,TA,7,Typ,0,NA,1996,2,422,Y,144,122,0,0,0,0,0,7,2007,NA,NA,NA,204000
60,FV,75,9000,Pave,Reg,Lvl,AllPub,Gtl,8,5,2008,0,Gd,TA,0,768,768,Ex,Y,1590,0,0,2,1,3,1,Gd,6,Typ,0,NA,2008,2,676,Y,0,30,0,0,0,0,0,6,2009,NA,NA,NA,210000
90,RL,63,9297,Pave,Reg,Lvl,AllPub,Gtl,5,5,1976,0,TA,TA,1606,122,1728,TA,Y,1728,2,0,2,0,4,2,TA,8,Typ,0,NA,1976,2,560,Y,0,0,0,0,0,0,0,7,2006,NA,NA,NA,188000
20,RL,80,9600,Pave,Reg,Lvl,AllPub,Gtl,7,6,1973,320,TA,TA,916,326,1242,Fa,Y,1242,0,0,1,1,3,1,TA,6,Typ,1,TA,1973,2,528,Y,0,0,0,0,0,0,0,9,2007,NA,NA,NA,175500
70,RM,34,4571,Pave,Reg,Lvl,AllPub,Gtl,5,5,1916,0,TA,TA,0,624,624,Fa,N,1344,0,0,1,0,4,1,TA,7,Typ,0,NA,1916,3,513,Y,0,0,96,0,0,0,0,5,2008,NA,NA,NA,98000
20,RL,NA,53227,Pave,IR1,Low,AllPub,Mod,4,6,1954,0,TA,TA,1116,248,1364,Ex,Y,1663,1,0,1,0,2,1,Gd,6,Min1,2,Gd,1954,2,529,Y,224,137,0,0,0,0,0,3,2008,NA,NA,NA,256000
70,RM,NA,5100,Pave,Reg,Lvl,AllPub,Gtl,8,7,1925,0,TA,Gd,0,588,588,Fa,Y,1666,0,0,1,0,3,1,Gd,7,Typ,1,Gd,1925,1,228,Y,192,63,0,0,0,0,0,6,2008,NA,MnPrv,NA,161000
50,RL,NA,7015,Pave,IR1,Bnk,AllPub,Gtl,5,4,1950,161,TA,TA,185,524,709,TA,Y,1203,1,0,1,0,3,1,Gd,5,Typ,1,TA,1950,1,352,Y,0,0,248,0,0,0,0,7,2009,NA,NA,NA,110000
60,FV,75,8004,Pave,IR1,Lvl,AllPub,Gtl,8,5,2009,110,Gd,TA,544,288,832,Ex,Y,1935,1,0,2,1,3,1,TA,8,Typ,0,NA,2009,2,552,Y,0,150,0,0,0,0,0,12,2009,NA,NA,NA,263435
70,RL,60,7200,Pave,Reg,Lvl,AllPub,Gtl,7,9,1936,0,Gd,Gd,350,0,560,Ex,Y,1135,1,0,1,0,3,1,Gd,6,Typ,0,NA,1971,2,576,Y,256,0,0,0,0,0,0,4,2009,NA,MnPrv,NA,155000
20,RL,60,8281,Pave,IR1,Lvl,AllPub,Gtl,5,5,1965,0,TA,TA,553,0,864,Gd,Y,864,0,0,1,0,3,1,TA,5,Typ,1,Po,1965,1,360,Y,0,0,236,0,0,0,0,12,2009,NA,GdWo,NA,62383
70,RL,74,11988,Pave,IR1,HLS,AllPub,Mod,6,7,1934,0,TA,TA,326,389,715,Fa,Y,1660,0,0,1,1,3,1,TA,6,Typ,1,Gd,1939,1,240,Y,0,0,0,0,0,0,0,8,2008,NA,NA,NA,188700
20,RL,60,8430,Pave,Reg,HLS,AllPub,Mod,5,5,1978,136,TA,TA,616,424,1040,TA,Y,1040,0,0,2,0,3,1,TA,5,Typ,0,NA,NA,0,0,Y,0,0,0,0,0,0,0,8,2009,NA,NA,NA,124000
120,RM,NA,3072,Pave,Reg,Lvl,AllPub,Gtl,7,5,2004,18,Gd,TA,0,1375,1375,Ex,Y,1414,0,0,2,0,2,1,Gd,6,Typ,1,TA,2004,2,398,Y,144,20,0,0,0,0,0,5,2006,NA,NA,NA,178740
20,RL,85,10628,Pave,Reg,Lvl,AllPub,Gtl,7,5,1970,0,TA,Gd,778,499,1277,TA,Y,1277,1,0,1,0,2,1,TA,5,Typ,1,Po,1970,2,526,Y,0,0,0,0,176,0,0,4,2007,NA,GdWo,NA,167000
70,RL,79,9480,Pave,Reg,Lvl,AllPub,Gtl,5,7,1942,224,TA,TA,386,342,728,Ex,Y,1644,0,0,1,1,3,1,Gd,7,Typ,2,Gd,1942,1,312,Y,168,0,0,0,0,0,0,6,2007,NA,NA,NA,146500
20,RL,98,11428,Pave,IR1,Lvl,AllPub,Gtl,8,5,2006,248,Gd,TA,0,1626,1626,Ex,Y,1634,0,0,2,0,3,1,Gd,7,Typ,1,Gd,2006,3,866,Y,0,44,0,0,0,0,0,5,2007,NA,NA,NA,250000
60,RL,76,9291,Pave,IR1,Lvl,AllPub,Gtl,6,5,1993,120,Gd,TA,426,406,832,Ex,Y,1710,0,0,2,1,3,1,Gd,7,Typ,0,NA,1993,2,506,Y,144,70,0,0,0,0,0,6,2008,NA,NA,NA,187000
120,RL,NA,6820,Pave,IR1,Lvl,AllPub,Gtl,8,5,1985,0,Gd,TA,368,0,1488,TA,Y,1502,1,0,1,1,1,1,Gd,4,Typ,0,NA,1985,2,528,Y,0,54,0,0,140,0,0,6,2010,NA,NA,NA,212000
60,RL,92,11952,Pave,Reg,Lvl,AllPub,Gtl,7,6,1977,0,TA,TA,0,808,808,TA,Y,1969,0,0,2,1,3,1,TA,8,Typ,1,Gd,1977,2,534,Y,0,0,0,0,276,0,0,11,2007,NA,NA,NA,190000
180,RM,35,3675,Pave,Reg,Lvl,AllPub,Gtl,6,5,2005,80,TA,TA,459,88,547,Ex,Y,1072,1,0,1,0,2,1,TA,5,Typ,0,NA,2005,2,525,Y,0,28,0,0,0,0,0,6,2008,NA,NA,NA,148000
20,RL,110,14977,Pave,IR1,Lvl,AllPub,Gtl,8,5,2006,304,Gd,TA,1350,626,1976,Ex,Y,1976,1,0,2,0,2,1,Gd,7,Typ,1,Ex,2006,3,908,Y,250,63,0,0,0,0,0,7,2007,NA,NA,NA,440000
120,RL,41,5330,Pave,Reg,Lvl,AllPub,Gtl,8,5,2000,0,Gd,TA,1196,298,1494,Ex,Y,1652,1,0,2,0,2,1,Ex,6,Typ,0,NA,2000,2,499,Y,96,48,0,0,0,0,0,8,2007,NA,NA,NA,251000
20,RL,80,8480,Pave,Reg,Lvl,AllPub,Gtl,5,6,1963,0,TA,TA,630,340,970,TA,Y,970,1,0,1,0,2,1,TA,5,Typ,0,NA,1996,2,624,Y,0,24,0,0,192,0,0,7,2007,NA,NA,NA,132500
20,RL,75,13125,Pave,Reg,Lvl,AllPub,Mod,6,5,1997,215,TA,TA,994,484,1478,Ex,Y,1493,1,0,2,0,3,1,Gd,7,Typ,1,TA,1997,2,508,Y,140,39,0,0,0,0,0,4,2008,NA,NA,NA,208900
60,RL,105,13693,Pave,Reg,Lvl,AllPub,Gtl,9,5,2006,772,Ex,TA,0,2153,2153,Ex,Y,2643,0,0,2,1,3,1,Ex,9,Typ,1,Gd,2006,3,694,Y,414,84,0,0,0,0,0,3,2007,NA,NA,NA,380000
20,RL,79,10637,Pave,Reg,Lvl,AllPub,Gtl,8,5,2007,336,Gd,TA,1288,417,1705,Ex,Y,1718,1,0,2,0,3,1,Gd,7,Typ,1,Gd,2007,3,826,Y,208,44,0,0,0,0,0,9,2009,NA,NA,NA,297000
30,RM,50,5925,Pave,Reg,Bnk,AllPub,Gtl,4,7,1937,435,TA,TA,168,739,907,TA,Y,1131,0,0,1,0,2,1,TA,7,Typ,0,NA,1995,2,672,Y,0,72,0,0,0,0,0,3,2007,NA,MnPrv,NA,89471
20,RL,98,16033,Pave,IR1,Lvl,AllPub,Gtl,9,5,2004,378,Gd,TA,1261,572,1833,Ex,Y,1850,1,0,2,0,3,1,Gd,8,Typ,1,Gd,2004,3,772,Y,519,112,0,0,0,0,0,3,2006,NA,NA,NA,326000
20,RL,72,11846,Pave,IR1,HLS,AllPub,Gtl,9,5,2003,562,Gd,TA,1567,225,1792,Ex,Y,1792,1,0,2,0,2,1,Ex,6,Typ,1,Gd,2003,3,874,Y,206,49,0,0,0,0,0,8,2006,NA,NA,NA,374000
70,RM,50,2500,Pave,Reg,Lvl,AllPub,Gtl,7,8,1915,0,Gd,TA,299,611,910,Ex,Y,1826,1,0,1,1,4,1,Ex,7,Min2,1,Gd,1915,1,164,Y,0,0,0,0,0,0,0,6,2009,NA,NA,NA,155000
120,RM,32,4500,Pave,Reg,Lvl,AllPub,Gtl,6,5,1998,116,TA,TA,897,319,1216,Ex,Y,1216,1,0,2,0,2,1,TA,5,Typ,0,NA,1998,2,402,Y,0,125,0,0,0,0,0,5,2006,NA,NA,NA,164000
20,RL,NA,7758,Pave,IR1,Lvl,AllPub,Gtl,5,7,1962,0,TA,Gd,588,411,999,Gd,Y,999,1,0,1,0,3,1,Gd,6,Typ,0,NA,1963,1,264,Y,0,132,0,0,0,0,0,3,2007,NA,NA,NA,132500
20,RL,80,9600,Pave,Reg,Lvl,AllPub,Gtl,5,7,1950,0,Gd,TA,607,506,1113,Gd,Y,1113,0,0,1,0,3,1,Gd,5,Typ,1,Gd,1950,1,264,Y,0,80,120,0,0,0,0,7,2009,NA,NA,NA,147000
20,RL,79,10289,Pave,Reg,Lvl,AllPub,Gtl,5,7,1965,168,TA,TA,836,237,1073,TA,Y,1073,1,0,1,1,3,1,TA,6,Typ,0,NA,1965,2,515,Y,0,0,0,0,0,0,0,6,2007,NA,NA,NA,156000
20,RL,70,12243,Pave,IR1,Lvl,AllPub,Gtl,5,6,1971,0,TA,TA,998,486,1484,Gd,Y,1484,0,0,2,0,3,1,TA,7,Typ,1,TA,1971,2,487,Y,224,0,0,0,180,0,0,2,2007,NA,NA,NA,175000
190,RL,60,10800,Pave,Reg,Lvl,AllPub,Gtl,5,4,1900,0,TA,Fa,664,290,954,TA,N,2414,0,0,2,0,3,2,TA,10,Mod,1,Gd,1970,2,520,N,142,0,0,0,0,0,0,5,2006,NA,NA,NA,160000
180,RM,21,1526,Pave,Reg,Lvl,AllPub,Gtl,4,8,1970,0,TA,Gd,515,115,630,TA,Y,630,1,0,1,0,1,1,Gd,3,Typ,0,NA,1970,1,286,Y,0,0,0,0,0,0,0,5,2009,NA,NA,NA,86000
160,RM,NA,2665,Pave,Reg,Lvl,AllPub,Gtl,5,6,1976,0,TA,TA,0,264,264,TA,Y,1304,0,0,1,1,3,1,TA,4,Typ,1,Gd,1976,1,336,Y,141,24,0,0,0,0,0,6,2008,NA,NA,NA,115000
50,RL,79,9490,Pave,Reg,Lvl,AllPub,Gtl,6,7,1941,0,TA,TA,403,238,806,TA,Y,1578,1,0,1,0,3,1,Fa,5,Typ,2,TA,1941,1,240,Y,0,0,32,0,0,0,0,8,2006,NA,MnPrv,NA,133000
60,RL,105,15578,Pave,IR1,Lvl,AllPub,Gtl,6,5,2006,0,Gd,TA,0,728,728,Gd,Y,1456,0,0,2,1,3,1,TA,8,Typ,0,NA,2006,2,429,Y,0,0,0,0,0,0,0,5,2006,NA,NA,NA,172785
20,RL,70,7931,Pave,Reg,Lvl,AllPub,Gtl,5,6,1960,0,TA,TA,374,363,1269,TA,Y,1269,0,0,1,1,3,1,TA,6,Typ,1,Fa,1964,1,308,Y,0,0,0,0,0,0,0,6,2008,NA,NA,NA,155000
30,RM,50,5784,Pave,Reg,Lvl,AllPub,Gtl,5,8,1938,0,TA,TA,0,190,190,Gd,Y,886,0,0,1,0,2,1,TA,4,Typ,0,NA,1938,1,273,Y,144,20,80,0,0,0,0,12,2009,NA,NA,NA,91300
30,C (all),60,7879,Pave,Reg,Lvl,AllPub,Gtl,4,5,1920,0,TA,TA,495,225,720,TA,N,720,0,0,1,0,2,1,TA,4,Typ,0,NA,NA,0,0,N,0,523,115,0,0,0,0,11,2009,NA,GdWo,NA,34900
20,RL,NA,12692,Pave,IR1,Lvl,AllPub,Gtl,8,5,1992,0,Gd,TA,1231,1969,3200,Ex,Y,3228,1,0,3,0,4,1,Gd,10,Typ,1,Gd,1992,2,546,Y,264,75,291,0,0,0,0,5,2007,NA,NA,NA,430000
50,RL,60,9120,Pave,Reg,Lvl,AllPub,Gtl,7,6,1925,0,TA,Gd,329,697,1026,Ex,Y,1820,1,0,2,0,4,1,TA,8,Typ,0,NA,1925,1,240,N,0,100,0,0,0,0,0,6,2008,NA,GdPrv,NA,184000
20,RL,65,7800,Pave,Reg,Lvl,AllPub,Gtl,5,7,1967,89,TA,TA,450,414,864,Ex,Y,899,0,0,1,0,3,1,Gd,5,Typ,0,NA,1967,1,288,Y,64,0,0,0,0,0,0,6,2009,NA,MnPrv,NA,130000
20,RL,70,7535,Pave,IR1,Lvl,AllPub,Gtl,5,7,1958,0,TA,TA,111,522,912,Fa,Y,912,0,1,1,0,2,1,TA,5,Typ,0,NA,1958,1,297,Y,12,285,0,0,0,0,480,6,2007,NA,MnWw,Shed,120000
160,RM,21,1890,Pave,Reg,Lvl,AllPub,Gtl,6,5,1973,285,TA,TA,356,316,672,TA,Y,1218,0,0,1,1,3,1,TA,7,Typ,0,NA,1973,1,264,Y,144,28,0,0,0,0,0,5,2007,NA,NA,NA,113000
60,FV,75,9803,Pave,Reg,Lvl,AllPub,Gtl,7,5,2005,0,Gd,TA,400,466,866,Gd,Y,1768,0,0,2,1,3,1,Gd,7,Typ,0,NA,2005,2,603,Y,0,108,0,0,0,0,0,2,2008,NA,NA,NA,226700
20,RL,70,9170,Pave,Reg,Lvl,AllPub,Gtl,5,7,1965,0,TA,TA,698,420,1214,Ex,Y,1214,1,0,1,0,2,1,TA,6,Typ,0,NA,1965,2,461,Y,0,0,184,0,0,0,400,4,2007,NA,GdPrv,Shed,140000
20,RL,100,15602,Pave,IR1,Lvl,AllPub,Gtl,7,8,1959,0,TA,TA,1247,254,1501,TA,Y,1801,1,0,2,0,1,1,TA,6,Typ,2,TA,1959,2,484,Y,0,54,0,0,161,0,0,3,2010,NA,GdWo,NA,289000
160,RL,24,2308,Pave,Reg,Lvl,AllPub,Gtl,6,5,1974,0,TA,TA,257,103,855,TA,Y,1322,0,1,2,1,3,1,TA,6,Typ,1,Fa,1974,2,440,Y,260,0,0,0,0,0,0,6,2009,NA,NA,NA,147000
90,RM,60,7596,Pave,Reg,Lvl,AllPub,Gtl,5,5,1952,360,TA,TA,0,960,960,Gd,Y,1960,0,0,2,0,4,2,TA,10,Typ,0,NA,1952,2,400,N,0,0,0,0,0,0,0,7,2009,NA,NA,NA,124500
60,RL,80,9554,Pave,IR1,Lvl,AllPub,Gtl,8,5,1993,125,Gd,TA,380,397,777,Ex,Y,1911,0,0,2,1,3,1,Gd,8,Typ,1,TA,1993,2,471,Y,182,81,0,0,0,0,0,9,2006,NA,NA,NA,215000
20,FV,75,7862,Pave,IR1,Lvl,AllPub,Gtl,6,5,2009,0,Gd,TA,27,1191,1218,Ex,Y,1218,0,0,2,0,2,1,Gd,4,Typ,0,NA,2009,2,676,Y,0,102,0,0,0,0,0,9,2009,NA,NA,NA,208300
70,RM,60,9600,Pave,Reg,Lvl,AllPub,Gtl,7,9,1928,0,TA,Ex,141,548,689,Ex,Y,1378,0,0,2,0,3,1,Gd,7,Typ,1,Gd,1928,2,360,N,0,0,116,0,0,0,0,10,2008,NA,NA,NA,161000
20,RL,80,9600,Pave,Reg,Lvl,AllPub,Gtl,5,6,1959,132,TA,TA,991,50,1041,Ex,Y,1041,1,0,1,0,3,1,TA,6,Typ,0,NA,1959,1,270,Y,224,88,0,0,0,0,0,7,2009,NA,MnPrv,NA,124500
20,RL,75,14559,Pave,Reg,Lvl,AllPub,Gtl,5,7,1951,70,Gd,TA,650,178,1008,Ex,Y,1363,1,0,1,0,2,1,TA,6,Min1,2,TA,1951,1,288,Y,324,42,0,0,168,0,2000,6,2009,NA,NA,Shed,164900
120,RL,40,6792,Pave,IR1,Lvl,AllPub,Gtl,7,5,2005,94,Gd,TA,0,1368,1368,Ex,Y,1368,0,0,2,0,2,1,Gd,6,Typ,1,Gd,2005,2,474,Y,132,35,0,0,0,0,0,3,2006,NA,NA,NA,202665
20,RL,70,9100,Pave,Reg,Lvl,AllPub,Gtl,5,5,1958,0,TA,TA,521,169,864,TA,Y,864,1,0,1,0,3,1,TA,5,Typ,0,NA,1964,2,624,Y,0,0,0,0,0,0,0,7,2006,NA,NA,NA,129900
20,RL,71,9187,Pave,Reg,Bnk,AllPub,Gtl,6,5,1983,0,TA,Gd,336,748,1084,TA,Y,1080,0,0,1,1,3,1,TA,5,Typ,0,NA,1983,2,484,Y,120,0,158,0,0,0,0,6,2007,NA,NA,NA,134000
